entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
hrms:e0b47723b382cbd7,hrms,hrms,hr,hr,,Recursos Humanos,0.5,0.5,,,0.5,,0.5,,Option for the 'Rounding' (Select) field in DocType 'Leave Type',opción de campo select,,hrms/hr/doctype/leave_type/leave_type.json,hrms/hr/doctype/leave_type/leave_type.json,hrms/hr/doctype/leave_type/leave_type.json,doctype-json,Leave Type,"[""Option for the 'Rounding' (Select) field in DocType 'Leave Type'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de redondeo.,,,
hrms:cb2d26f4df37b3d5,hrms,hrms,hr,hr,,Recursos Humanos,00:00,00:00,,,00:00,,00:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:07c30e53a5316c33,hrms,hrms,hr,hr,,Recursos Humanos,01:00,01:00,,,01:00,,01:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Hora,,,
hrms:028d208f9a76c927,hrms,hrms,hr,hr,,Recursos Humanos,02:00,02:00,,,02:00,,02:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,"Hora, no se traduce",,,
hrms:d73298bb39a486a7,hrms,hrms,hr,hr,,Recursos Humanos,03:00,03:00,,,03:00,,03:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,"Opción de hora, no se traduce.",,,
hrms:9819f03124e76b5d,hrms,hrms,hr,hr,,Recursos Humanos,04:00,04:00,,,04:00,,04:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor horario.,,,
hrms:cb042ca44a3cc4b6,hrms,hrms,hr,hr,,Recursos Humanos,05:00,05:00,,,05:00,,05:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:86ac90f86914adb8,hrms,hrms,hr,hr,,Recursos Humanos,06:00,06:00,,,06:00,,06:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor horario; no se traduce.,,,
hrms:b8aceef675eba7cc,hrms,hrms,hr,hr,,Recursos Humanos,07:00,07:00,,,07:00,,07:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,"hora, no se traduce",,,
hrms:f1e588a07b19181b,hrms,hrms,hr,hr,,Recursos Humanos,08:00,08:00,,,08:00,,08:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de hora.,,,
hrms:6305b15cc5a09924,hrms,hrms,hr,hr,,Recursos Humanos,09:00,09:00,,,09:00,,09:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,sí,,,Hora,,,
hrms:8ec347cbcadf8eaf,hrms,hrms,hr,hr,,Recursos Humanos,1.0,1.0,,,1.0,,1.0,,Option for the 'Rounding' (Select) field in DocType 'Leave Type',opción de campo select,,hrms/hr/doctype/leave_type/leave_type.json,hrms/hr/doctype/leave_type/leave_type.json,hrms/hr/doctype/leave_type/leave_type.json,doctype-json,Leave Type,"[""Option for the 'Rounding' (Select) field in DocType 'Leave Type'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor numérico de redondeo; no se traduce.,,,
hrms:cf12269ed762c224,hrms,hrms,hr,hr,,Recursos Humanos,10:00,10:00,,,10:00,,10:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:e4a828740a1779f8,hrms,hrms,hr,hr,,Recursos Humanos,11:00,11:00,,,11:00,,11:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de hora.,,,
hrms:0bf7ac179cc77c8b,hrms,hrms,hr,hr,,Recursos Humanos,12:00,12:00,,,12:00,,12:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Hora,,,
hrms:d5d4f6850b107801,hrms,hrms,hr,hr,,Recursos Humanos,13:00,13:00,,,13:00,,13:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:df39ad2c7fd2ef38,hrms,hrms,hr,hr,,Recursos Humanos,14:00,14:00,,,14:00,,14:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de hora.,,,
hrms:96ebd1d68a355599,hrms,hrms,hr,hr,,Recursos Humanos,15:00,15:00,,,15:00,,15:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor horario.,,,
hrms:9465758a225b12c2,hrms,hrms,hr,hr,,Recursos Humanos,16:00,16:00,,,16:00,,16:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor horario.,,,
hrms:55854859dd218289,hrms,hrms,hr,hr,,Recursos Humanos,17:00,17:00,,,17:00,,17:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor de hora; no se traduce.,,,
hrms:97198ec1229077ad,hrms,hrms,hr,hr,,Recursos Humanos,18:00,18:00,,,18:00,,18:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Valor horario.,,,
hrms:b8c3dd51ccf8b881,hrms,hrms,hr,hr,,Recursos Humanos,19:00,19:00,,,19:00,,19:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:e6c227989275c1df,hrms,hrms,hr,hr,,Recursos Humanos,20:00,20:00,,,20:00,,20:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de hora.,,,
hrms:f9e381f43b7bc52e,hrms,hrms,hr,hr,,Recursos Humanos,21:00,21:00,,,21:00,,21:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,existente correcta,revisado segunda revisión HRMS,sí,,,,Opción de hora.,,,
hrms:c934d1eb31bf9e52,hrms,hrms,hr,hr,,Recursos Humanos,22:00,22:00,,,22:00,,22:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:1c1e8ec00a2a14ed,hrms,hrms,hr,hr,,Recursos Humanos,23:00,23:00,,,23:00,,23:00,,Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group',opción de campo select,,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,hrms/hr/doctype/daily_work_summary_group/daily_work_summary_group.json,doctype-json,Daily Work Summary Group,"[""Option for the 'Send Emails At' (Select) field in DocType 'Daily Work Summary Group'""]",,,,,,,igual al inglés válida,revisado segunda revisión HRMS,sí,sí,,,Hora,,,
hrms:86b6e1e4bc6d2bc4,hrms,hrms,payroll,payroll,,Nómina,<b>Base</b> amount has not been set for the following employee(s): {0},<b>Base</b> amount has not been set for the following employee(s): {0},,,,,No se ha establecido el importe <b>Base</b> para el(los) siguiente(s) empleado(s): {0},,,,,hrms/payroll/doctype/bulk_salary_structure_assignment/bulk_salary_structure_assignment.js:272,hrms/payroll/doctype/bulk_salary_structure_assignment/bulk_salary_structure_assignment.js:272,hrms/payroll/doctype/bulk_salary_structure_assignment/bulk_salary_structure_assignment.js:272,doctype-controller,Bulk Salary Structure Assignment,[],{0},,{0},ok,,,traducción propuesta,revisado segunda revisión HRMS,sí,sí,,,,,,
hrms:5889e6db5a6a573b,hrms,hrms,payroll,payroll,,Nómina,<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,,,<b>Ejemplo:</b> SAL- {first_name} - {date_of_birth.year} <br> Esto generará una contraseña como SAL-Jane-1972,,<b>Ejemplo:</b> SAL-{first_name}-{date_of_birth.year} <br>Esto generará una contraseña como SAL-Jane-1972,,Description of the 'Password Policy' (Data) field in DocType 'Payroll Settings',descripción,,hrms/payroll/doctype/payroll_settings/payroll_settings.json,hrms/payroll/doctype/payroll_settings/payroll_settings.json,hrms/payroll/doctype/payroll_settings/payroll_settings.json,doctype-json,Payroll Settings,"[""Description of the 'Password Policy' (Data) field in DocType 'Payroll Settings'""]",{date_of_birth.year};{first_name},{date_of_birth.year};{first_name},{date_of_birth.year};{first_name},ok,,,existente mejorable,revisado segunda revisión HRMS,sí,sí,,,Quita espacios espurios alrededor de placeholders y <br>,,,
hrms:a1651719f035f493,hrms,hrms,hr,hr,,Recursos Humanos,<b>Total Leaves Allocated</b> are more than the number of days in the allocation period,<b>Total Leaves Allocated</b> are more than the number of days in the allocation period,,,<b>El total de permisos asignados</b> es superior al número de días del periodo de asignación,,<b>El total de ausencias asignadas</b> es superior al número de días del período de asignación,,,,,hrms/hr/doctype/leave_allocation/leave_allocation.py:280,hrms/hr/doctype/leave_allocation/leave_allocation.py:280 || hrms/hr/doctype/leave_allocation/leave_allocation.py:288,hrms/hr/doctype/leave_allocation/leave_allocation.py:280 || hrms/hr/doctype/leave_allocation/leave_allocation.py:288,doctype-controller,Leave Allocation,[],,,,,,,existente mejorable,revisado segunda revisión HRMS,sí,sí,,,Leave=Ausencia (glosario); resto correcto.,,,
