entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
frappe:31417c81b5e198bf,frappe,frappe,website,website,,Sitio Web,&lt;head&gt; HTML,&lt;head&gt; HTML,,,&lt;head&gt; HTML,,&lt;head&gt; HTML,,Label of the head_html (Code) field in DocType 'Website Settings',etiqueta de campo/elemento,,frappe/website/doctype/website_settings/website_settings.json,frappe/website/doctype/website_settings/website_settings.json,frappe/website/doctype/website_settings/website_settings.json,doctype-json,Website Settings,"[""Label of the head_html (Code) field in DocType 'Website Settings'""]",,,,,,,igual al inglés válida,revisado segunda revisión Frappe 3,sí,sí,,,Etiqueta HTML técnica; no se traduce.,,,
frappe:1ed5da14fa837d96,frappe,frappe,database,database,,Database,'*' is only allowed in {0} SQL function(s),'*' is only allowed in {0} SQL function(s),,,,,«*» solo se permite en la(s) función(es) SQL de {0},,,,,frappe/database/query.py:2363,frappe/database/query.py:2363,frappe/database/query.py:2100,python,,[],{0},,{0},ok,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:1931d5f81ec59d6d,frappe,frappe,public,public,,Public,'In Global Search' is not allowed for field {0} of type {1},'In Global Search' is not allowed for field {0} of type {1},,,'En Búsqueda Global' no está permitido para el campo {0} del tipo {1},,«En búsqueda global» no está permitido para el campo {0} del tipo {1},,,,,frappe/public/js/form_builder/store.js:206,frappe/public/js/form_builder/store.js:206,frappe/public/js/form_builder/store.js:206,client-js,,[],{0};{1},{0};{1},{0};{1},ok,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Comillas tipográficas.,,,
frappe:16c756510cb52a3f,frappe,frappe,core,core,,Plataforma,'In Global Search' not allowed for type {0} in row {1},'In Global Search' not allowed for type {0} in row {1},,,'En Búsqueda Global' no está permitido para el tipo {0} en la fila {1},,«En búsqueda global» no está permitido para el tipo {0} en la fila {1},,,,,frappe/core/doctype/doctype/doctype.py:1390,frappe/core/doctype/doctype/doctype.py:1390,frappe/core/doctype/doctype/doctype.py:1369,doctype-controller,Doctype,[],{0};{1},{0};{1},{0};{1},ok,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Comillas angulares y minúscula.,,,
frappe:dd59def67eeb2e17,frappe,frappe,public,public,,Public,'In List View' is not allowed for field {0} of type {1},'In List View' is not allowed for field {0} of type {1},,,'En vista de lista' no está permitido para el campo {0} del tipo {1},,'En vista de lista' no está permitido para el campo {0} del tipo {1},,,,,frappe/public/js/form_builder/store.js:198,frappe/public/js/form_builder/store.js:198,frappe/public/js/form_builder/store.js:198,client-js,,[],{0};{1},{0};{1},{0};{1},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Consistente con la otra cadena similar. Preserva {0} {1}.,,,
frappe:7c15bb740e94ea6d,frappe,frappe,custom,custom,,Custom,'In List View' not allowed for type {0} in row {1},'In List View' not allowed for type {0} in row {1},,,'En vista de lista' no está permitido para el tipo {0} en el renglón {1},,'En vista de lista' no está permitido para el tipo {0} en la fila {1},,,,,frappe/custom/doctype/customize_form/customize_form.py:368,frappe/custom/doctype/customize_form/customize_form.py:368,frappe/custom/doctype/customize_form/customize_form.py:367,doctype-controller,Customize Form,[],{0};{1},{0};{1},{0};{1},ok,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,'renglón'->'fila' (consistencia). Preserva {0} {1}.,,,
frappe:990c5039e92036ac,frappe,frappe,automation,automation,,Automatización,'Recipients' not specified,'Recipients' not specified,,,'Destinatarios' no especificados,,'Destinatarios' no especificados,,,,,frappe/automation/doctype/auto_repeat/auto_repeat.py:164,frappe/automation/doctype/auto_repeat/auto_repeat.py:164,frappe/automation/doctype/auto_repeat/auto_repeat.py:164,doctype-controller,Auto Repeat,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:0fd91131482b5370,frappe,frappe,utils,utils,,Utils,'{0}' is not a valid IBAN,'{0}' is not a valid IBAN,,,'{0}' no es un IBAN válido,,'{0}' no es un IBAN válido,,,,,frappe/utils/__init__.py:266,frappe/utils/__init__.py:266,frappe/utils/__init__.py:268,python,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:ea5f76952d0f5b35,frappe,frappe,utils,utils,,Utils,'{0}' is not a valid URL,'{0}' is not a valid URL,,,'{0}' no es una URL válida,,'{0}' no es una URL válida,,,,,frappe/utils/__init__.py:256,frappe/utils/__init__.py:256,frappe/utils/__init__.py:258,python,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto; {0}.,,,
frappe:5dd0ffbde72b6e2c,frappe,frappe,core,core,,Plataforma,'{0}' not allowed for type {1} in row {2},'{0}' not allowed for type {1} in row {2},,,'{0}' no permitido para el tipo {1} en la fila {2},,'{0}' no permitido para el tipo {1} en la fila {2},,,,,frappe/core/doctype/doctype/doctype.py:1384,frappe/core/doctype/doctype/doctype.py:1384,frappe/core/doctype/doctype/doctype.py:1363,doctype-controller,Doctype,[],{0};{1};{2},{0};{1};{2},{0};{1};{2},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:862fb085063ac22c,frappe,frappe,public,public,,Public,(Mandatory),(Mandatory),,,(Obligatorio),,(Obligatorio),,,,,frappe/public/js/frappe/data_import/data_exporter.js:320,frappe/public/js/frappe/data_import/data_exporter.js:320,frappe/public/js/frappe/data_import/data_exporter.js:302,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:f623518058a2f7ec,frappe,frappe,model,model,,Model,** Failed: {0} to {1}: {2},** Failed: {0} to {1}: {2},,,** Fallido: {0} a {1}: {2},,** Fallido: {0} a {1}: {2},,,,,frappe/model/rename_doc.py:695,frappe/model/rename_doc.py:695,frappe/model/rename_doc.py:703,python,,[],{0};{1};{2},{0};{1};{2},{0};{1};{2},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Preserva {0}{1}{2} y '**'; correcta.,,,
frappe:16013cd6658a9dce,frappe,frappe,public,public,,Public,+ Add / Remove Fields,+ Add / Remove Fields,,,+ Añadir / Eliminar campos,,+ Agregar / Eliminar campos,,,,,frappe/public/js/frappe/list/list_settings.js:144,frappe/public/js/frappe/list/list_settings.js:144 || frappe/public/js/frappe/views/kanban/kanban_settings.js:121,frappe/public/js/frappe/list/list_settings.js:133 || frappe/public/js/frappe/views/kanban/kanban_settings.js:111,client-js,,[],,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Glosario Add->Agregar; unificar con 'Añadir'->'Agregar'.,,,
frappe:6ff134535896c0c4,frappe,frappe,workflow,workflow,,Flujos de trabajo,0 - Draft; 1 - Submitted; 2 - Cancelled,0 - Draft; 1 - Submitted; 2 - Cancelled,,,0 - Borrador; 1 - Enviado; 2 - Cancelado,,0 - Borrador; 1 - Confirmado; 2 - Cancelado,,Description of the 'Doc Status' (Select) field in DocType 'Workflow Document State',descripción,,frappe/workflow/doctype/workflow_document_state/workflow_document_state.json,frappe/workflow/doctype/workflow_document_state/workflow_document_state.json,frappe/workflow/doctype/workflow_document_state/workflow_document_state.json,doctype-json,Workflow Document State,"[""Description of the 'Doc Status' (Select) field in DocType 'Workflow Document State'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,'Submitted'->'Confirmado' (glosario).,,,
frappe:be090b44399709d7,frappe,frappe,core,core,,Plataforma,"0 - too guessable: risky password.
<br>
1 - very guessable: protection from throttled online attacks. 
<br>
2 - somewhat guessable: protection from unthrottled online attacks.
<br>
3 - safely unguessable: moderate protection from offline slow-hash scenario.
<br>
4 - very unguessable: strong protection from offline slow-hash scenario.","0 - too guessable: risky password.
<br>
1 - very guessable: protection from throttled online attacks. 
<br>
2 - somewhat guessable: protection from unthrottled online attacks.
<br>
3 - safely unguessable: moderate protection from offline slow-hash scenario.
<br>
4 - very unguessable: strong protection from offline slow-hash scenario.",,,,,"0 - demasiado fácil de adivinar: contraseña riesgosa.
<br>
1 - muy fácil de adivinar: protección frente a ataques en línea limitados.
<br>
2 - algo fácil de adivinar: protección frente a ataques en línea sin límite.
<br>
3 - difícil de adivinar de forma segura: protección moderada frente a escenarios de hash lento sin conexión.
<br>
4 - muy difícil de adivinar: protección sólida frente a escenarios de hash lento sin conexión.",,Description of the 'Minimum Password Score' (Select) field in DocType 'System Settings',descripción,,frappe/core/doctype/system_settings/system_settings.json,frappe/core/doctype/system_settings/system_settings.json,frappe/core/doctype/system_settings/system_settings.json,doctype-json,System Settings,"[""Description of the 'Minimum Password Score' (Select) field in DocType 'System Settings'""]",,,,,,,traducción propuesta,revisado segunda revisión Frappe 3,sí,sí,,,Descripción de Minimum Password Score; conserva etiquetas <br> y saltos de línea.,,,
frappe:093aec03bb9f7d00,frappe,frappe,website,website,,Sitio Web,0 is highest,0 is highest,,,0 es más alto,,0 es la más alta,,Description of the 'Priority' (Int) field in DocType 'Web Page',descripción,,frappe/website/doctype/web_page/web_page.json,frappe/website/doctype/web_page/web_page.json,frappe/website/doctype/web_page/web_page.json,doctype-json,Web Page,"[""Description of the 'Priority' (Int) field in DocType 'Web Page'""]",,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,"Descripción del campo Priority (Prioridad, femenino): «0 es la más alta».",,,
frappe:760988be3070ff5e,frappe,frappe,public,public,,Public,1 = True & 0 = False,1 = True & 0 = False,,,1 = Verdadero y 0 = Falso,,1 = Verdadero y 0 = Falso,,,,,frappe/public/js/frappe/form/grid_row.js:914,frappe/public/js/frappe/form/grid_row.js:914,frappe/public/js/frappe/form/grid_row.js:892,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:592e54c7396a3d5b,frappe,frappe,geo,geo,,Geo,"1 Currency = [?] Fraction
For e.g. 1 USD = 100 Cent","1 Currency = [?] Fraction
For e.g. 1 USD = 100 Cent",,,"1 Divisa = [?] Fracción
Por ej. 1 USD = 100 Centavos",,"1 Divisa = [?] Fracción
Por ej. 1 USD = 100 Centavos",,Description of the 'Fraction Units' (Int) field in DocType 'Currency',descripción,,frappe/geo/doctype/currency/currency.json,frappe/geo/doctype/currency/currency.json,frappe/geo/doctype/currency/currency.json,doctype-json,Currency,"[""Description of the 'Fraction Units' (Int) field in DocType 'Currency'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Salto de línea y tokens preservados.,,,
frappe:997772ab3e13738e,frappe,frappe,public,public,,Public,1 Day,1 Day,,,1 Día,,1 Día,,,,,frappe/public/js/frappe/form/reminders.js:19,frappe/public/js/frappe/form/reminders.js:19,frappe/public/js/frappe/form/reminders.js:19,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:0f3da70116f53281,frappe,frappe,integrations,integrations,,Integrations,1 Google Calendar Event synced.,1 Google Calendar Event synced.,,,1 evento de Google Calendar sincronizado.,,1 evento de Google Calendar sincronizado.,,,,,frappe/integrations/doctype/google_calendar/google_calendar.py:375,frappe/integrations/doctype/google_calendar/google_calendar.py:375,frappe/integrations/doctype/google_calendar/google_calendar.py:374,doctype-controller,Google Calendar,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:f8172af5c585346c,frappe,frappe,public,public,,Public,1 Report,1 Report,,,1 Informe,,1 reporte,,,,,frappe/public/js/frappe/views/reports/query_report.js:992,frappe/public/js/frappe/views/reports/query_report.js:992,frappe/public/js/frappe/views/reports/query_report.js:966,client-js,,[],,,,,,,existente mejorable,revisado segunda revisión Frappe 3,sí,sí,,,Report=Reporte (glosario); minúscula.,,,
frappe:cacb32714827bb93,frappe,frappe,tests,tests,,Tests,1 day ago,1 day ago,,,Hace 1 día,,Hace 1 día,,,,,frappe/tests/test_utils.py:933,frappe/tests/test_utils.py:933,frappe/tests/test_utils.py:906,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:3297a75df7e479bb,frappe,frappe,public,public,,Public,1 hour,1 hour,,,1 hora,,1 hora,,,,,frappe/public/js/frappe/form/reminders.js:17,frappe/public/js/frappe/form/reminders.js:17,frappe/public/js/frappe/form/reminders.js:17,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:37117abb9d04fc63,frappe,frappe,public,public;tests,sí,Public,1 hour ago,1 hour ago,,,Hace una hora,,Hace una hora,,,,,frappe/public/js/frappe/utils/pretty_date.js:54,frappe/public/js/frappe/utils/pretty_date.js:54 || frappe/tests/test_utils.py:931,frappe/public/js/frappe/utils/pretty_date.js:52 || frappe/tests/test_utils.py:904,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:cc9a0a05668f68ce,frappe,frappe,public,public;tests,sí,Public,1 minute ago,1 minute ago,,,Hace un minuto,,Hace un minuto,,,,,frappe/public/js/frappe/utils/pretty_date.js:50,frappe/public/js/frappe/utils/pretty_date.js:50 || frappe/tests/test_utils.py:929,frappe/public/js/frappe/utils/pretty_date.js:48 || frappe/tests/test_utils.py:902,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:955b8678fb9392cc,frappe,frappe,public,public;tests,sí,Public,1 month ago,1 month ago,,,Hace 1 mes,,Hace 1 mes,,,,,frappe/public/js/frappe/utils/pretty_date.js:68,frappe/public/js/frappe/utils/pretty_date.js:68 || frappe/tests/test_utils.py:937,frappe/public/js/frappe/utils/pretty_date.js:66 || frappe/tests/test_utils.py:910,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Correcta.,,,
frappe:d30fe614bf2e697c,frappe,frappe,public,public,,Public,1 of 2,1 of 2,,,1 de 2,,1 de 2,,,,,frappe/public/js/print_format_builder/PrintFormat.vue:3,frappe/public/js/print_format_builder/PrintFormat.vue:3,frappe/public/js/print_format_builder/PrintFormat.vue:3,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:52f7ea8ccd55248f,frappe,frappe,public,public,,Public,1 record will be exported,1 record will be exported,,,Se exportará 1 registro,,Se exportará 1 registro,,,,,frappe/public/js/frappe/data_import/data_exporter.js:231,frappe/public/js/frappe/data_import/data_exporter.js:231,frappe/public/js/frappe/data_import/data_exporter.js:227,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:3df23a383e2ecf8d,frappe,frappe,tests,tests,,Tests,1 second ago,1 second ago,,,Hace 1 segundo,,Hace 1 segundo,,,,,frappe/tests/test_utils.py:928,frappe/tests/test_utils.py:928,frappe/tests/test_utils.py:901,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:ddd0c0f3235efd66,frappe,frappe,public,public;tests,sí,Public,1 week ago,1 week ago,,,Hace 1 semana,,Hace 1 semana,,,,,frappe/public/js/frappe/utils/pretty_date.js:64,frappe/public/js/frappe/utils/pretty_date.js:64 || frappe/tests/test_utils.py:935,frappe/public/js/frappe/utils/pretty_date.js:62 || frappe/tests/test_utils.py:908,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:f80e17f856dedf52,frappe,frappe,public,public;tests,sí,Public,1 year ago,1 year ago,,,Hace 1 año,,Hace 1 año,,,,,frappe/public/js/frappe/utils/pretty_date.js:72,frappe/public/js/frappe/utils/pretty_date.js:72 || frappe/tests/test_utils.py:939,frappe/public/js/frappe/utils/pretty_date.js:70 || frappe/tests/test_utils.py:912,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:47837f0b02f27744,frappe,frappe,tests,tests,,Tests,2 hours ago,2 hours ago,,,Hace 2 horas,,Hace 2 horas,,,,,frappe/tests/test_utils.py:932,frappe/tests/test_utils.py:932,frappe/tests/test_utils.py:905,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:c22809aaf100a6f7,frappe,frappe,tests,tests,,Tests,2 months ago,2 months ago,,,Hace 2 meses,,Hace 2 meses,,,,,frappe/tests/test_utils.py:938,frappe/tests/test_utils.py:938,frappe/tests/test_utils.py:911,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Correcta.,,,
frappe:cf33fb1221a0e105,frappe,frappe,tests,tests,,Tests,2 weeks ago,2 weeks ago,,,Hace 2 semanas,,Hace 2 semanas,,,,,frappe/tests/test_utils.py:936,frappe/tests/test_utils.py:936,frappe/tests/test_utils.py:909,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcto.,,,
frappe:450f7ebc988e8e6a,frappe,frappe,tests,tests,,Tests,2 years ago,2 years ago,,,Hace 2 años,,Hace 2 años,,,,,frappe/tests/test_utils.py:940,frappe/tests/test_utils.py:940,frappe/tests/test_utils.py:913,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:5f64b1e69d2274a3,frappe,frappe,tests,tests,,Tests,3 minutes ago,3 minutes ago,,,Hace 3 minutos,,Hace 3 minutos,,,,,frappe/tests/test_utils.py:930,frappe/tests/test_utils.py:930,frappe/tests/test_utils.py:903,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,,,,
frappe:e16a1f52af44d195,frappe,frappe,public,public,,Public,30 minutes,30 minutes,,,30 minutos,,30 minutos,,,,,frappe/public/js/frappe/form/reminders.js:16,frappe/public/js/frappe/form/reminders.js:16,frappe/public/js/frappe/form/reminders.js:16,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:e82fb908f17646dd,frappe,frappe,public,public,,Public,4 hours,4 hours,,,4 horas,,4 horas,,,,,frappe/public/js/frappe/form/reminders.js:18,frappe/public/js/frappe/form/reminders.js:18,frappe/public/js/frappe/form/reminders.js:18,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,Correcta.,,,
frappe:aa819756a38ab79f,frappe,frappe,public,public,,Public,5 Records,5 Records,,,5 registros,,5 registros,,,,,frappe/public/js/frappe/data_import/data_exporter.js:37,frappe/public/js/frappe/data_import/data_exporter.js:37,frappe/public/js/frappe/data_import/data_exporter.js:37,client-js,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:b5adb72dff61c961,frappe,frappe,tests,tests,,Tests,5 days ago,5 days ago,,,Hace 5 días,,Hace 5 días,,,,,frappe/tests/test_utils.py:934,frappe/tests/test_utils.py:934,frappe/tests/test_utils.py:907,python,,[],,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:8c97b874bbb6432a,frappe,frappe,core,core,,Plataforma,<,<,,,<,,<,,Option for the 'Condition' (Select) field in DocType 'Document Naming Rule Condition',opción de campo select,,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,doctype-json,Document Naming Rule Condition,"[""Option for the 'Condition' (Select) field in DocType 'Document Naming Rule Condition'""]",,,,,,,igual al inglés válida,revisado segunda revisión Frappe 3,sí,,,,Operador de condición; símbolo.,,,
frappe:8213c3ae5a3efa88,frappe,frappe,core,core,,Plataforma,<=,<=,,,<=,,<=,,Option for the 'Condition' (Select) field in DocType 'Document Naming Rule Condition',opción de campo select,,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,frappe/core/doctype/document_naming_rule_condition/document_naming_rule_condition.json,doctype-json,Document Naming Rule Condition,"[""Option for the 'Condition' (Select) field in DocType 'Document Naming Rule Condition'""]",,,,,,,igual al inglés válida,revisado segunda revisión Frappe 3,sí,,,,Operador; no se traduce.,,,
frappe:1c97683aac9844a4,frappe,frappe,core,core,,Plataforma,"<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  Click here to learn about token-based authentication
</a>","<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  Click here to learn about token-based authentication
</a>",,,"<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  Haga clic aquí para conocer la autenticación basada en token
</a>",,"<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  Haga clic aquí para conocer la autenticación basada en token
</a>",,Description of the 'Generate Keys' (Button) field in DocType 'User',descripción,,frappe/core/doctype/user/user.json,frappe/core/doctype/user/user.json,frappe/core/doctype/user/user.json,doctype-json,User,"[""Description of the 'Generate Keys' (Button) field in DocType 'User'""]",,,,,,,existente correcta,revisado segunda revisión Frappe 3,sí,,,,,,,
frappe:d63596d7e8759719,frappe,frappe,public,public,,Public,<b>{0}</b> is not a valid URL,<b>{0}</b> is not a valid URL,,,<b>{0}</b> no es una URL válida,,<b>{0}</b> no es una URL válida,,,,,frappe/public/js/frappe/widgets/widget_dialog.js:601,frappe/public/js/frappe/widgets/widget_dialog.js:601,frappe/public/js/frappe/widgets/widget_dialog.js:601,client-js,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión Frappe 3,sí,sí,,,Etiquetas <b> preservadas.,,,
