entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
crm:ac5b83438110452f,crm,crm,src,src,,Src,1 minute ago,1 minute ago,,,Hace un minuto,,Hace un minuto,,,,,frontend/src/utils/index.js:200,frontend/src/utils/index.js:200,frontend/src/utils/index.js:200,client-js,,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,1 minute ago,Hace un minuto,
crm:9cc04dc75e0cfaec,crm,crm,src,src,,Src,1 month ago,1 month ago,,,Hace 1 mes,,Hace 1 mes,,,,,frontend/src/utils/index.js:219,frontend/src/utils/index.js:219,frontend/src/utils/index.js:219,client-js,,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,1 month ago,Hace 1 mes,
crm:9d55fe05356c6800,crm,crm,src,src,,Src,1 week ago,1 week ago,,,Hace 1 semana,,Hace 1 semana,,,,,frontend/src/utils/index.js:215,frontend/src/utils/index.js:215,frontend/src/utils/index.js:215,client-js,,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,1 week ago,Hace 1 semana,
crm:276fd1d62465e9b7,crm,crm,src,src,,Src,1 year ago,1 year ago,,,Hace 1 año,,Hace 1 año,,,,,frontend/src/utils/index.js:223,frontend/src/utils/index.js:223,frontend/src/utils/index.js:223,client-js,,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,1 year ago,Hace 1 año,
crm:db99faa14dbab065,crm,crm,fcrm,fcrm,,Fcrm,1-10,1-10,,,1-10,,1-10,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; cross-app aprobado.,1-10,1-10,
crm:92478df644111262,crm,crm,src,src,,Src,"100, 200, 300","100, 200, 300",,,,,"100, 200, 300",,,,,frontend/src/components/Filter.vue:610,frontend/src/components/Filter.vue:610,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app ejemplo numérico,,,"POT-only: en el universo fresco, sin traducir"
crm:2173a3a7752ff2c5,crm,crm,src,src,,Src,1000,1000,,,,,1000,,,,,frontend/src/components/Filter.vue:623,frontend/src/components/Filter.vue:623,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app ejemplo numérico,,,"POT-only: en el universo fresco, sin traducir"
crm:c0e0e3b970f58b59,crm,crm,fcrm,fcrm,,Fcrm,1000+,1000+,,,más de 1.000,,más de 1.000,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,1000+,más de 1.000,
crm:4d313d441a18ff6a,crm,crm,fcrm,fcrm,,Fcrm,11-50,11-50,,,11 a 50,,11 a 50,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,11-50,11 a 50,
crm:86155862b45e5b01,crm,crm,fcrm,fcrm,,Fcrm,201-500,201-500,,,201-500,,201-500,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; cross-app aprobado.,201-500,201-500,
crm:fa06d96b066ea6bf,crm,crm,src,src,,Src,2–5,2–5,,,,,2–5,,,,,frontend/src/pages/PersonaForm.vue:111,frontend/src/pages/PersonaForm.vue:111,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; no se traduce.,,,"POT-only: en el universo fresco, sin traducir"
crm:b5b8cfe30949f4c9,crm,crm,fcrm,fcrm,,Fcrm,501-1000,501-1000,,,501-1000,,501-1000,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; cross-app aprobado.,501-1000,501-1000,
crm:09c6f314fad94442,crm,crm,fcrm,fcrm,,Fcrm,51-200,51-200,,,51-200,,51-200,,Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal',opción de campo select,,crm/fcrm/doctype/crm_deal/crm_deal.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,crm/fcrm/doctype/crm_deal/crm_deal.json || crm/fcrm/doctype/crm_lead/crm_lead.json || crm/fcrm/doctype/crm_organization/crm_organization.json,doctype-json,Crm Deal,"[""Option for the 'No. of Employees' (Select) field in DocType 'CRM Deal'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Lead'"", ""Option for the 'No. of Employees' (Select) field in DocType 'CRM Organization'""]",,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; cross-app aprobado.,51-200,51-200,
crm:066711c623e86c55,crm,crm,src,src,,Src,6–20,6–20,,,,,6–20,,,,,frontend/src/pages/PersonaForm.vue:112,frontend/src/pages/PersonaForm.vue:112,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,Rango numérico; no se traduce.,,,"POT-only: en el universo fresco, sin traducir"
crm:1c38744e593cec73,crm,crm,src,src,,Src,<,<,,,,,<,,,,,frontend/src/components/Filter.vue:327,frontend/src/components/Filter.vue:327,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app operador,,,"POT-only: en el universo fresco, sin traducir"
crm:79da8b0cbb0f0720,crm,crm,src,src,,Src,<=,<=,,,,,<=,,,,,frontend/src/components/Filter.vue:329,frontend/src/components/Filter.vue:329,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app operador,,,"POT-only: en el universo fresco, sin traducir"
crm:562e1e7faaa866d5,crm,crm,fcrm,fcrm,,Fcrm,<b>META</b>,<b>META</b>,,,<b>META</b>,,<b>META</b>,,Paragraph text in the Frappe CRM Workspace,elemento de workspace,,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,workspace,Frappe CRM (Workspace),"[""Paragraph text in the Frappe CRM Workspace""]",,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,"Encabezado de workspace; META es marca/sección, se preserva con su HTML.",,,
crm:8abe552ced959a66,crm,crm,fcrm,fcrm,,Fcrm,<b>SHORTCUTS</b>,<b>SHORTCUTS</b>,,,<b>ATAJOS</b>,,<b>ATAJOS</b>,,Paragraph text in the Frappe CRM Workspace,elemento de workspace,,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,workspace,Frappe CRM (Workspace),"[""Paragraph text in the Frappe CRM Workspace""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,SHORTCUTS->ATAJOS; HTML preservado.,,,
crm:0454d7c10be73a77,crm,crm,src,src,,CRM,"<p>Dear {{ lead_name }},</p>

<p>This is a reminder for the payment of {{ grand_total }}.</p>

<p>Thanks,</p>
<p>Frappé</p>","<p>Dear {{ lead_name }},</p>

<p>This is a reminder for the payment of {{ grand_total }}.</p>

<p>Thanks,</p>
<p>Frappé</p>",,,,,"<p>Estimado(a) {{ lead_name }},</p>

<p>Este es un recordatorio para el pago de {{ grand_total }}.</p>

<p>Gracias,</p>
<p>Frappé</p>",,,,,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:94,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:94 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:95,,client-js,,[],{{ grand_total }};{{ lead_name }},,{{ grand_total }};{{ lead_name }},ok,,,traducción propuesta,aprobado (lote crm 1.81.2),sí,,,,lote crm 1.81.2: nueva,,,"POT-only: en el universo fresco, sin traducir"
crm:1b73b41dfe301700,crm,crm,src,src,,Src,"<p>Dear {{ lead_name }},</p>\n\n<p>This is a reminder for the payment of {{ grand_total }}.</p>\n\n<p>Thanks,</p>\n<p>Frappé</p>","<p>Dear {{ lead_name }},</p>\n\n<p>This is a reminder for the payment of {{ grand_total }}.</p>\n\n<p>Thanks,</p>\n<p>Frappé</p>",,,"<p>Estimado(a) {{ lead_name }},</p>\n\n<p>Este es un recordatorio para el pago de {{ grand_total }}.</p>\n\n<p>Gracias,</p>\n<p>Frappé</p>",,"<p>Estimado(a) {{ lead_name }},</p>\n\n<p>Este es un recordatorio para el pago de {{ grand_total }}.</p>\n\n<p>Gracias,</p>\n<p>Frappé</p>",,,,,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:94,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:94 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:95,frontend/src/components/Settings/EmailTemplate/EditEmailTemplate.vue:95 || frontend/src/components/Settings/EmailTemplate/NewEmailTemplate.vue:95,client-js,,[],{{ grand_total }};{{ lead_name }},{{ grand_total }};{{ lead_name }},{{ grand_total }};{{ lead_name }},ok,,,existente correcta,revisado inicial CRM,sí,sí,no,,"HTML y placeholders Jinja {{ }} preservados; lead_name es variable, no traducir.",,,
crm:13baa6b89bedbf8c,crm,crm,fcrm,fcrm,,Fcrm,"<span class=""h5""><b>PORTAL</b></span>","<span class=""h5""><b>PORTAL</b></span>",,,"<span class=""h5""><b>PORTAL</b></span>",,"<span class=""h5""><b>PORTAL</b></span>",,Header text in the Frappe CRM Workspace,elemento de workspace,,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,crm/fcrm/workspace/frappe_crm/frappe_crm.json,workspace,Frappe CRM (Workspace),"[""Header text in the Frappe CRM Workspace""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,PORTAL igual en es; HTML/clase preservados.,,,
crm:2a14780e7b20bbd9,crm,crm,src,src,,Src,>,>,,,,,>,,,,,frontend/src/components/Filter.vue:328,frontend/src/components/Filter.vue:328,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app operador,,,"POT-only: en el universo fresco, sin traducir"
crm:adc55637599915c6,crm,crm,src,src,,Src,>=,>=,,,,,>=,,,,,frontend/src/components/Filter.vue:330,frontend/src/components/Filter.vue:330,,client-js,,[],,,,,,,igual al inglés válida,revisado inicial CRM,sí,sí,no,,cross-app operador,,,"POT-only: en el universo fresco, sin traducir"
crm:dca5387463d0b522,crm,crm,src,src,,Src,"@John, can you please check this?","@John, can you please check this?",,,"@John, ¿Puedes comprobar esto por favor?",,"@John, ¿puede revisar esto, por favor?",,,,,frontend/src/components/CommunicationArea.vue:84,frontend/src/components/CommunicationArea.vue:84,frontend/src/components/CommunicationArea.vue:80,client-js,,[],,,,,,,existente mejorable,revisado inicial CRM + pase dirigido,sí,,Correo/registro usted,,registro: 2a persona 'Puedes' -> usted 'puede'. Conserva @John.,,,
crm:355895be54333d4f,crm,crm,fcrm,fcrm,,Fcrm,A Lead requires either a person's name or an organization's name,A Lead requires either a person's name or an organization's name,,,Un cliente potencial requiere el nombre de una persona o el nombre de una organización,,Un Lead requiere el nombre de una persona o el nombre de una organización,,,,,crm/fcrm/doctype/crm_lead/crm_lead.py:127,crm/fcrm/doctype/crm_lead/crm_lead.py:127,crm/fcrm/doctype/crm_lead/crm_lead.py:125,doctype-controller,Crm Lead,[],,,,,,,existente mejorable,revisado inicial CRM,sí,no,no,,REVERSIÓN: upstream 'Un cliente potencial'. Cross-app aprobado exacto con Lead en inglés.,,,
crm:dfdb48c9c591ddab,crm,crm,lead_syncing,lead_syncing,,Lead_Syncing,A lead sync source is already enabled for this Facebook Lead Form!,A lead sync source is already enabled for this Facebook Lead Form!,,,¡Ya se ha habilitado una fuente de sincronización de clientes potenciales para este formulario de clientes potenciales de Facebook!,,¡Ya hay una fuente de sincronización de Leads habilitada para este formulario de leads de Facebook!,,,,,crm/lead_syncing/doctype/lead_sync_source/lead_sync_source.py:49,crm/lead_syncing/doctype/lead_sync_source/lead_sync_source.py:49,crm/lead_syncing/doctype/lead_sync_source/lead_sync_source.py:49,doctype-controller,Lead Sync Source,[],,,,,,,existente mejorable,revisado inicial CRM,sí,no,no,,Revierte 'clientes potenciales'->Lead/leads (protegido).,,,
crm:4b276a632c8a730d,crm,crm,fcrm,fcrm,,Fcrm,A valid call log is required.,A valid call log is required.,,,,,Se requiere un registro de llamada válido.,,,,,crm/fcrm/doctype/crm_call_log/crm_call_log.py:257,crm/fcrm/doctype/crm_call_log/crm_call_log.py:257,crm/fcrm/doctype/crm_call_log/crm_call_log.py:257,doctype-controller,Crm Call Log,[],,,,,,,traducción propuesta,revisado inicial CRM,sí,sí,no,,mensaje de validación,,,
crm:42fa249bfc9c70bc,crm,crm,src,src,,Src,A {0} cannot report to a {1},A {0} cannot report to a {1},,,,,Un {0} no puede reportar a un {1},,,,,frontend/src/components/Settings/Hierarchy/useDragDrop.js:69,frontend/src/components/Settings/Hierarchy/useDragDrop.js:69,frontend/src/components/Settings/Hierarchy/useDragDrop.js:69,client-js,,[],{0};{1},,{0};{1},ok,,,traducción propuesta,revisado inicial CRM,sí,sí,no,,Placeholders {0} y {1} preservados.,,,
crm:b56a2e68173d7785,crm,crm,fcrm,fcrm;src,sí,Fcrm,API Key,API Key,,,Clave de API,,Clave de API,,Label of the api_key (Data) field in DocType 'CRM Exotel Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json || crm/fcrm/doctype/crm_twilio_settings/crm_twilio_settings.json || crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.json || frontend/src/components/Settings/ERPNextSettings.vue:80 || frontend/src/components/Settings/Telephony/ExotelSettings.vue:45 || frontend/src/components/Settings/emailConfig.js:87,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json || crm/fcrm/doctype/crm_twilio_settings/crm_twilio_settings.json || crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.json || frontend/src/components/Settings/ERPNextSettings.vue:80 || frontend/src/components/Settings/Telephony/ExotelSettings.vue:45 || frontend/src/components/Settings/emailConfig.js:87,doctype-json,Crm Exotel Settings,"[""Label of the api_key (Data) field in DocType 'CRM Exotel Settings'"", ""Label of the api_key (Data) field in DocType 'CRM Twilio Settings'"", ""Label of the api_key (Data) field in DocType 'ERPNext CRM Settings'""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app: API Key=Clave de API.,,,
crm:3b73ba629ba60038,crm,crm,fcrm,fcrm;src,sí,Fcrm,API Secret,API Secret,,,Secreto API,,Clave Secreta de API,,Label of the api_secret (Password) field in DocType 'CRM Twilio Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_twilio_settings/crm_twilio_settings.json,crm/fcrm/doctype/crm_twilio_settings/crm_twilio_settings.json || crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.json || frontend/src/components/Settings/ERPNextSettings.vue:88 || frontend/src/components/Settings/emailConfig.js:93,crm/fcrm/doctype/crm_twilio_settings/crm_twilio_settings.json || crm/fcrm/doctype/erpnext_crm_settings/erpnext_crm_settings.json || frontend/src/components/Settings/ERPNextSettings.vue:88 || frontend/src/components/Settings/emailConfig.js:93,doctype-json,Crm Twilio Settings,"[""Label of the api_secret (Password) field in DocType 'CRM Twilio Settings'"", ""Label of the api_secret (Password) field in DocType 'ERPNext CRM Settings'""]",,,,,,,existente mejorable,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,API Secret,Clave Secreta de API,
crm:4d650308b9ade2ca,crm,crm,fcrm,fcrm;src,sí,Fcrm,API Token,API Token,,,API Token,,Token de API,,Label of the api_token (Password) field in DocType 'CRM Exotel Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json || frontend/src/components/Settings/Telephony/ExotelSettings.vue:53,crm/fcrm/doctype/crm_exotel_settings/crm_exotel_settings.json || frontend/src/components/Settings/Telephony/ExotelSettings.vue:53,doctype-json,Crm Exotel Settings,"[""Label of the api_token (Password) field in DocType 'CRM Exotel Settings'""]",,,,,,,existente mejorable,revisado inicial CRM,sí,sí,no,,Cross-app: Access Token=Token de Acceso; API Token análogo=Token de API. Corrijo 'API Token' sin traducir.,,,
crm:25141119ade2a53e,crm,crm,src,src,,Src,API key is required,API key is required,,,,,La clave de API es obligatoria,,,,,frontend/src/components/Settings/ERPNextSettings.vue:774,frontend/src/components/Settings/ERPNextSettings.vue:774 || frontend/src/components/Settings/emailConfig.js:192,frontend/src/components/Settings/ERPNextSettings.vue:500 || frontend/src/components/Settings/emailConfig.js:192,client-js,,[],,,,,,,traducción propuesta,revisado inicial CRM,sí,sí,no,,Glosario 'API Key'=Clave de API.,,,
crm:03bb71901c0d4855,crm,crm,src,src,,Src,API secret is required,API secret is required,,,,,La Clave Secreta de API es obligatoria,,,,,frontend/src/components/Settings/ERPNextSettings.vue:777,frontend/src/components/Settings/ERPNextSettings.vue:777,frontend/src/components/Settings/ERPNextSettings.vue:503,client-js,,[],,,,,,,traducción propuesta,revisado inicial CRM,sí,sí,no,,Glosario 'API Secret'=Clave Secreta de API.,,,
crm:3d7d636817c2dfc4,crm,crm,src,src,,Src,Accept,Accept,,,Aceptar,,Aceptar,,,,,frontend/src/components/Telephony/TwilioCallUI.vue:88,frontend/src/components/Telephony/TwilioCallUI.vue:88,frontend/src/components/Telephony/TwilioCallUI.vue:88,client-js,,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,acción,,,
crm:a292b351d3a4dc5c,crm,crm,src,src,,Src,Accept Call,Accept Call,,,,,Aceptar llamada,,,,,frontend/src/components/Telephony/TwilioCallUI.vue:155,frontend/src/components/Telephony/TwilioCallUI.vue:155,frontend/src/components/Telephony/TwilioCallUI.vue:155,client-js,,[],,,,,,,traducción propuesta,revisado inicial CRM,sí,sí,no,,telefonía,,,
crm:78406c237c6713c6,crm,crm,fcrm,fcrm,,Fcrm,Accept Invitation,Accept Invitation,,,Aceptar invitación,,Aceptar invitación,,,,,crm/fcrm/doctype/crm_invitation/crm_invitation.js:7,crm/fcrm/doctype/crm_invitation/crm_invitation.js:7,crm/fcrm/doctype/crm_invitation/crm_invitation.js:7,doctype-controller,Crm Invitation,[],,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app: Accept Invitation=Aceptar invitación.,,,
crm:f6430c6ef8003b2d,crm,crm,fcrm,fcrm,,Fcrm,Accepted,Accepted,,,Aceptado,,Aceptado,,Option for the 'Status' (Select) field in DocType 'CRM Invitation',opción de campo select,,crm/fcrm/doctype/crm_invitation/crm_invitation.json,crm/fcrm/doctype/crm_invitation/crm_invitation.json,crm/fcrm/doctype/crm_invitation/crm_invitation.json,doctype-json,Crm Invitation,"[""Option for the 'Status' (Select) field in DocType 'CRM Invitation'""]",,,,,,,existente correcta,revisado inicial CRM,sí,sí,no,,Cross-app: Accepted=Aceptado.,,,
crm:9e249dafe7fde46b,crm,crm,fcrm,fcrm,,Fcrm,Accepted At,Accepted At,,,Aceptado a las,,Aceptado el,,Label of the accepted_at (Datetime) field in DocType 'CRM Invitation',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_invitation/crm_invitation.json,crm/fcrm/doctype/crm_invitation/crm_invitation.json,crm/fcrm/doctype/crm_invitation/crm_invitation.json,doctype-json,Crm Invitation,"[""Label of the accepted_at (Datetime) field in DocType 'CRM Invitation'""]",,,,,,,existente mejorable,revisado inicial CRM,sí,sí,no,,"Cross-app: Accepted At=Aceptado el. Corrijo 'Aceptado a las' (es fecha, no hora).",,,
