entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
crm:f9574ad217cfa89f,crm,crm,fcrm,fcrm;src,sí,Fcrm,All Day Event Notifications,All Day Event Notifications,,,,,Notificaciones de eventos de todo el día,,Label of the all_day_event_notifications (Table) field in DocType 'FCRM Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json || frontend/src/components/Settings/CalendarSettings.vue:158,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json || frontend/src/components/Settings/CalendarSettings.vue:158,doctype-json,Fcrm Settings,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,All Day->todo el día; Event Notifications->Notificaciones de eventos,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:330596a485df5f26,crm,crm,src,src,,Src,Apps,Apps,,,Apps,,Aplicaciones,,,,,frontend/src/components/Apps.vue:19,frontend/src/components/Apps.vue:19,frontend/src/components/Apps.vue:19,client-js,,[],,,,,,,po_huérfana_o_obsoleta,consolidación cross-app,sí,,,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:22b1f2bf0c189d82,crm,crm,src,src,,Src,Are you sure you want to delete this event?,Are you sure you want to delete this event?,,,¿Estás seguro de eliminar este evento?,,¿Estás seguro de eliminar este evento?,,,,,frontend/src/components/Modals/EventModal.vue:468,frontend/src/components/Modals/EventModal.vue:468 || frontend/src/pages/Calendar.vue:409,frontend/src/components/Modals/EventModal.vue:468 || frontend/src/pages/Calendar.vue:409,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:a501b08427560e27,crm,crm,src,src,,Src,Are you sure you want to discard unsaved changes to this event?,Are you sure you want to discard unsaved changes to this event?,,,¿Está seguro de que desea descartar los cambios no guardados en este evento?,,¿Está seguro de que desea descartar los cambios no guardados en este evento?,,,,,frontend/src/components/Calendar/CalendarEventPanel.vue:912,frontend/src/components/Calendar/CalendarEventPanel.vue:912,frontend/src/components/Calendar/CalendarEventPanel.vue:912,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:04443eb0f2e9152c,crm,crm,src,src,,Src,Assign Condition is required,Assign Condition is required,,,,,La condición de asignación es obligatoria,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:435,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:435,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:435,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:c7dfbb3ac619f703,crm,crm,src,src,,Src,Assign Conditions are invalid,Assign Conditions are invalid,,,,,Las condiciones de asignación no son válidas,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:438,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:438,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:438,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:701a3877601593f9,crm,crm,src,src,,Src,Assignment Rule Created,Assignment Rule Created,,,,,Regla de asignación creada,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:698,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:698,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:698,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:e303af9406af4313,crm,crm,src,src,,Src,Assignment Rule Deleted,Assignment Rule Deleted,,,,,Regla de asignación eliminada,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:123,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:123,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:123,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:8efd771b25aa79f2,crm,crm,src,src,,Src,Assignment Rule Duplicated,Assignment Rule Duplicated,,,,,Regla de asignación duplicada,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:155,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:155,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:155,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:e7955840431e5134,crm,crm,src,src,,Src,Assignment Rule Updated,Assignment Rule Updated,,,,,Regla de asignación actualizada,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:780,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:780,frontend/src/components/Settings/AssignmentRules/AssignmentRuleView.vue:780,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:f5abc5599234a990,crm,crm,src,src,,Src,Assignment Rule {0} Updated,Assignment Rule {0} Updated,,,,,Regla de asignación {0} actualizada,,,,,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:187,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:187,frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:187,client-js,,[],{0},,{0},ok,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,{0} preservado.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:023e55e1b9dfe7dc,crm,crm,src,src,,Src,"At least one valid Workday with Workday, Start Time, and End Time is required","At least one valid Workday with Workday, Start Time, and End Time is required",,,,,"Se requiere al menos una jornada laboral válida con jornada, hora de inicio y hora de finalización",,,,,frontend/src/components/Settings/Sla/utils.js:204,frontend/src/components/Settings/Sla/utils.js:204,frontend/src/components/Settings/Sla/utils.js:204,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Workday->Jornada laboral (crossapp).,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:07cdb5f00d6148c2,crm,crm,src,src,,Src,Attendees,Attendees,,,Asistentes,,Asistentes,,,,,frontend/src/components/Modals/EventModal.vue:120,frontend/src/components/Modals/EventModal.vue:120,frontend/src/components/Modals/EventModal.vue:120,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:5cd2e577d6567d49,crm,crm,src,src,,Src,Attending status updated,Attending status updated,,,,,Estado de asistencia actualizado,,,,,frontend/src/components/Calendar/CalendarEventPanel.vue:869,frontend/src/components/Calendar/CalendarEventPanel.vue:869,frontend/src/components/Calendar/CalendarEventPanel.vue:869,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:1d6b45f47994f369,crm,crm,fcrm,fcrm,,Fcrm,Autocomplete,Autocomplete,,,Autocompletar,,Autocompletar,,Label of the autocomplete (Autocomplete) field in DocType 'CRM Products',etiqueta de campo/elemento,,crm/fcrm/doctype/crm_products/crm_products.json,crm/fcrm/doctype/crm_products/crm_products.json,crm/fcrm/doctype/crm_products/crm_products.json,doctype-json,Crm Products,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Cross-app: Autocomplete=Autocompletar.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:f7b9310dea15078f,crm,crm,src,src,,Src,Bidirectional sync of existing CRM Products and ERPNext Items. Runs in the background.,Bidirectional sync of existing CRM Products and ERPNext Items. Runs in the background.,,,,,Sincronización bidireccional de productos existentes de CRM e ítems de ERPNext. Se ejecuta en segundo plano.,,,,,frontend/src/components/Settings/ERPNextSettings.vue:195,frontend/src/components/Settings/ERPNextSettings.vue:195,frontend/src/components/Settings/ERPNextSettings.vue:195,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:ab26d85ec1f30e18,crm,crm,fcrm,fcrm;src,sí,Fcrm,Calendar,Calendar,,,Calendario,,Calendario,,Label of the calendar_tab (Tab Break) field in DocType 'FCRM Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json || frontend/src/components/Settings/Settings.vue:142,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json || frontend/src/components/Settings/Settings.vue:142,doctype-json,Fcrm Settings,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,crossapp Calendar->Calendario,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:7ce356b050ea8649,crm,crm,src,src,,Src,Calendar Settings,Calendar Settings,,,,,Configuración del calendario,,,,,frontend/src/components/Settings/CalendarSettings.vue:8,frontend/src/components/Settings/CalendarSettings.vue:8,frontend/src/components/Settings/CalendarSettings.vue:8,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:2a26e1679eeddba9,crm,crm,src,src,,Src,Call with John Doe,Call with John Doe,,,Llamada con John Doe,,Llamada con John Doe,,,,,frontend/src/components/Modals/EventModal.vue:63,frontend/src/components/Modals/EventModal.vue:63,frontend/src/components/Modals/EventModal.vue:63,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Nombre propio de ejemplo conservado.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:cd68b8cf7f9e9e53,crm,crm,src,src,,Src,Choose the Email Service Provider you want to configure.,Choose the Email Service Provider you want to configure.,,,,,Elija el proveedor de servicios de correo que desea configurar.,,,,,frontend/src/components/Settings/EmailAdd.vue:9,frontend/src/components/Settings/EmailAdd.vue:9,frontend/src/components/Settings/EmailAdd.vue:9,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:5147952212158190,crm,crm,templates,templates,,Templates,Click on the link below to complete your registration and set a new password,Click on the link below to complete your registration and set a new password,,,Haga clic en el enlace de abajo para completar su registro y establecer una nueva contraseña,,Haga clic en el enlace de abajo para completar su registro y establecer una nueva contraseña,,,,,crm/templates/emails/helpdesk_invitation.html:7,crm/templates/emails/helpdesk_invitation.html:7,crm/templates/emails/helpdesk_invitation.html:7,jinja-html,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Cross-app aprobado exacto.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:b0429d2863371660,crm,crm,src,src,,CRM,Close,Close,,,Cerrar,,Cerrar,,AMBIGUA: 'Close' = cerrar (diálogo) vs cerrar/ganar oportunidad. Verificar uso.,botón/acción,comercial,frontend/src/components/Controls/GeolocationControl.vue:60,frontend/src/components/Controls/GeolocationControl.vue:60 || frontend/src/components/Notifications.vue:27 || frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:62 || frontend/src/components/Settings/Sla/SlaPolicyList.vue:128,frontend/src/components/Controls/GeolocationControl.vue:60 || frontend/src/components/Settings/AssignmentRules/AssignmentRuleListItem.vue:62 || frontend/src/components/Settings/Sla/SlaPolicyList.vue:128,client-js,,[],,,,,,,ambigua,revisado (muestra etapa 2),sí,,,,AMBIGUA: 'Close' = cerrar (diálogo) vs cerrar/ganar oportunidad. Verificar uso.,,,
crm:45632c46f1e625c8,crm,crm,src,src,,Src,Close Panel,Close Panel,,,,,Cerrar panel,,,,,frontend/src/components/Calendar/CalendarEventPanel.vue:39,frontend/src/components/Calendar/CalendarEventPanel.vue:39,frontend/src/components/Calendar/CalendarEventPanel.vue:39,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:5698583fdc3af013,crm,crm,templates,templates,,Templates,Complete Registration,Complete Registration,,,Registro completo,,Completar registro,,,,,crm/templates/emails/helpdesk_invitation.html:10,crm/templates/emails/helpdesk_invitation.html:10,crm/templates/emails/helpdesk_invitation.html:10,jinja-html,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Cross-app: Complete Registration=Completar registro. Corrijo 'Registro completo' (falso amigo).,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:eb1df86a97ce0e61,crm,crm,src,src,,Src,Configure Telephony Settings for your CRM,Configure Telephony Settings for your CRM,,,,,Configure los ajustes de telefonía de su CRM,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,frontend/src/components/Settings/Telephony/TelephonySettings.vue:18,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,CRM se preserva.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:909e5a88f8ab222b,crm,crm,src,src,,Src,Configure the Exchange Rate Provider for your CRM,Configure the Exchange Rate Provider for your CRM,,,,,Configure el proveedor de tipos de cambio para su CRM,,,,,frontend/src/components/Settings/DashboardSettings.vue:102,frontend/src/components/Settings/DashboardSettings.vue:102,frontend/src/components/Settings/DashboardSettings.vue:102,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:939765165e08a6c4,crm,crm,src,src,,Src,"Configure your Brand Name, Logo, and Favicon","Configure your Brand Name, Logo, and Favicon",,,,,"Configure el nombre de su marca, el logotipo y el favicon",,,,,frontend/src/components/Settings/BrandSettings.vue:10,frontend/src/components/Settings/BrandSettings.vue:10,frontend/src/components/Settings/BrandSettings.vue:10,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:9e8993c13d570ee7,crm,crm,src,src,,Src,Configure your Calendar Settings like Default View and Event Notifications here,Configure your Calendar Settings like Default View and Event Notifications here,,,,,"Configure aquí los ajustes del calendario, como la vista predeterminada y las notificaciones de eventos",,,,,frontend/src/components/Settings/CalendarSettings.vue:12,frontend/src/components/Settings/CalendarSettings.vue:12,frontend/src/components/Settings/CalendarSettings.vue:12,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:3fe57c0d2e7ce17d,crm,crm,src,src,,Src,Configure your Exotel Telephony Integration Settings here,Configure your Exotel Telephony Integration Settings here,,,,,Configure aquí los ajustes de integración de telefonía de Exotel,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,frontend/src/components/Settings/Telephony/TelephonySettings.vue:184,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Exotel se preserva.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:861e96201b60f63f,crm,crm,src,src,,Src,Configure your Twilio Telephony Integration Settings here,Configure your Twilio Telephony Integration Settings here,,,,,Configure aquí los ajustes de integración de telefonía de Twilio,,,,,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,frontend/src/components/Settings/Telephony/TelephonySettings.vue:157,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Twilio se preserva.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:83b4b82ef4142c34,crm,crm,src,src,,Src,Contact Updated,Contact Updated,,,,,Contacto actualizado,,,,,frontend/src/pages/Contact.vue:448,frontend/src/pages/Contact.vue:448 || frontend/src/pages/Contact.vue:461 || frontend/src/pages/Contact.vue:474 || frontend/src/pages/Contact.vue:484 || frontend/src/pages/MobileContact.vue:446 || frontend/src/pages/MobileContact.vue:459 || frontend/src/pages/MobileContact.vue:472 || frontend/src/pages/MobileContact.vue:482,frontend/src/pages/Contact.vue:448 || frontend/src/pages/Contact.vue:461 || frontend/src/pages/Contact.vue:474 || frontend/src/pages/Contact.vue:484 || frontend/src/pages/MobileContact.vue:446 || frontend/src/pages/MobileContact.vue:459 || frontend/src/pages/MobileContact.vue:472 || frontend/src/pages/MobileContact.vue:482,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:c3cc0e9deeb9182e,crm,crm,fcrm,fcrm,,Fcrm,Contact already exists with Email: {0},Contact already exists with Email: {0},,,,,Ya existe un contacto con el correo: {0},,,,,crm/fcrm/doctype/crm_lead/crm_lead.py:289,crm/fcrm/doctype/crm_lead/crm_lead.py:289,crm/fcrm/doctype/crm_lead/crm_lead.py:289,doctype-controller,Crm Lead,[],{0},,{0},ok,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,Placeholder {0} preservado; Email->correo.,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:efcddf05290ce19d,crm,crm,src,src,,Src,Create Event,Create Event,,,,,Crear evento,,,,,frontend/src/components/Calendar/CalendarEventPanel.vue:514,frontend/src/components/Calendar/CalendarEventPanel.vue:514 || frontend/src/pages/Calendar.vue:7,frontend/src/components/Calendar/CalendarEventPanel.vue:514 || frontend/src/pages/Calendar.vue:7,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:b48b65450b1c3138,crm,crm,src,src,,Src,Create an Event,Create an Event,,,,,Crear un evento,,,,,frontend/src/components/Modals/EventModal.vue:12,frontend/src/components/Modals/EventModal.vue:12,frontend/src/components/Modals/EventModal.vue:12,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:24e2edc2cf59687c,crm,crm,src,src,,Src,Date & Time,Date & Time,,,,,Fecha y hora,,,,,frontend/src/components/Modals/EventModal.vue:78,frontend/src/components/Modals/EventModal.vue:78,frontend/src/components/Modals/EventModal.vue:78,client-js,,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
crm:7f03bfdc5338d305,crm,crm,fcrm,fcrm,,Fcrm,Default Calendar View,Default Calendar View,,,,,Vista de calendario predeterminada,,Label of the default_calendar_view (Select) field in DocType 'FCRM Settings',etiqueta de campo/elemento,,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json,crm/fcrm/doctype/fcrm_settings/fcrm_settings.json,doctype-json,Fcrm Settings,[],,,,,,,po_huérfana_o_obsoleta,revisado inicial CRM,sí,sí,no,,,,,"PO-only: en es.po, ausente del POT fresco -> huérfana/obsoleta; NO usar sin validación"
