entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
erpnext:e4aa398701bbfe76,erpnext,erpnext,accounts,accounts,,Contabilidad,* Will be calculated in the transaction.,* Will be calculated in the transaction.,,,* Será calculado en la transacción.,,* Será calculado en la transacción.,,Description of the 'Sales Taxes and Charges' (Table) field in DocType 'Sales Taxes and Charges Template',descripción,,erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.json,erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.json,erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.json,doctype-json,Sales Taxes And Charges Template,"[""Description of the 'Sales Taxes and Charges' (Table) field in DocType 'Sales Taxes and Charges Template'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Descripción.,,,
erpnext:db76bb441229e7d2,erpnext,erpnext,accounts,accounts,,Contabilidad,0 - 30 Days,0 - 30 Days,,,0 - 30 días,,0 - 30 días,,,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:112,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:112 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:360,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:112 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:360,doctype-controller,Process Statement Of Accounts,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango de antigüedad; correcto.,,,
erpnext:1f7e6b245fb74ea5,erpnext,erpnext,accounts,accounts,,Contabilidad,0-30,0-30,,,0-30,,0-30,,'Igual al inglés' pero CORRECTO: es un rango numérico de antigüedad de saldos; no se traduce.,opción/rango (reporte),contable,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:114,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:114,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:114,report,,[],,,,,,,existente correcta,revisado (muestra etapa 2),sí,,,,'Igual al inglés' pero CORRECTO: es un rango numérico de antigüedad de saldos; no se traduce.,,,
erpnext:ece58bb8ad64fa23,erpnext,erpnext,accounts,accounts,,Contabilidad,1 Loyalty Points = How much base currency?,1 Loyalty Points = How much base currency?,,,1 Puntos de lealtad = ¿Cuánta moneda base?,,1 Punto de Lealtad = ¿Cuánta moneda base?,,Description of the 'Conversion Factor' (Float) field in DocType 'Loyalty Program',descripción,,erpnext/accounts/doctype/loyalty_program/loyalty_program.json,erpnext/accounts/doctype/loyalty_program/loyalty_program.json,erpnext/accounts/doctype/loyalty_program/loyalty_program.json,doctype-json,Loyalty Program,"[""Description of the 'Conversion Factor' (Float) field in DocType 'Loyalty Program'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Concordancia singular.,,,
erpnext:827b9a6f6792e4a6,erpnext,erpnext,regional,regional,,Fiscal/Regional,1{0},1{0},,,1{0},,1{0},,,,,erpnext/regional/report/uae_vat_201/uae_vat_201.py:107,erpnext/regional/report/uae_vat_201/uae_vat_201.py:107 || erpnext/regional/report/uae_vat_201/uae_vat_201.py:113,erpnext/regional/report/uae_vat_201/uae_vat_201.py:107 || erpnext/regional/report/uae_vat_201/uae_vat_201.py:113,report,,[],{0},{0},{0},ok,,,igual al inglés válida,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Código/etiqueta técnica; sin texto traducible; placeholder preservado.,,,
erpnext:f20c13d591c67dd2,erpnext,erpnext,assets,assets,,Activos,2 Yearly,2 Yearly,,,2 años,,Cada 2 Años,,Option for the 'Periodicity' (Select) field in DocType 'Asset Maintenance Task',opción de campo select,,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,doctype-json,Asset Maintenance Task,"[""Option for the 'Periodicity' (Select) field in DocType 'Asset Maintenance Task'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,'2 Yearly'=cada 2 años (frecuencia depreciación).,,,
erpnext:a51db4866f521bc6,erpnext,erpnext,assets,assets,,Activos,3 Yearly,3 Yearly,,,3 Anual,,Cada 3 años,,Option for the 'Periodicity' (Select) field in DocType 'Asset Maintenance Task',opción de campo select,,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,erpnext/assets/doctype/asset_maintenance_task/asset_maintenance_task.json,doctype-json,Asset Maintenance Task,"[""Option for the 'Periodicity' (Select) field in DocType 'Asset Maintenance Task'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,"'3 Yearly'→'Cada 3 años', no '3 Anual'.",,,
erpnext:b4b2032258e52011,erpnext,erpnext,accounts,accounts,,Contabilidad,30 - 60 Days,30 - 60 Days,,,30 - 60 días,,30 - 60 días,,,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:113,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:113 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:361,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:113 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:361,doctype-controller,Process Statement Of Accounts,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Correcta (rango de antiguedad de saldos).,,,
erpnext:f81c13fbcd265eb8,erpnext,erpnext,accounts,accounts,,Contabilidad,30-60,30-60,,,30-60,,30-60,,,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:115,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:115,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:115,report,,[],,,,,,,igual al inglés válida,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango numérico de días; no se traduce.,,,
erpnext:32ec6a0b3c691332,erpnext,erpnext,accounts,accounts,,Contabilidad,60 - 90 Days,60 - 90 Days,,,60 - 90 días,,60 - 90 días,,,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:114,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:114 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:362,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:114 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:362,doctype-controller,Process Statement Of Accounts,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango de antigüedad de saldos; correcta.,,,
erpnext:ff581bb2b3c258f0,erpnext,erpnext,accounts,accounts,,Contabilidad,60-90,60-90,,,60-90,,60-90,,,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:116,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:116,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:116,report,,[],,,,,,,igual al inglés válida,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango numérico de días; no se traduce.,,,
erpnext:ca1f1db971d4e28f,erpnext,erpnext,accounts,accounts,,Contabilidad,90 - 120 Days,90 - 120 Days,,,90 - 120 días,,90 - 120 días,,,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:115,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:115 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:363,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:115 || erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:363,doctype-controller,Process Statement Of Accounts,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango de antigüedad; correcto.,,,
erpnext:a337e30c0f640a52,erpnext,erpnext,accounts,accounts;manufacturing,sí,Contabilidad,90 Above,90 Above,,,Superior a 90,,Superior a 90,,,,,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:117,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:117 || erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py:117 || erpnext/manufacturing/report/work_order_summary/work_order_summary.py:110,report,,[],,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Rango de antigüedad de pago; correcto.,,,
erpnext:13239fcb36e8ec9e,erpnext,erpnext,accounts,accounts,,Contabilidad,<0,<0,,,<0,,<0,,,,,erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1293,erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1293 || erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1294,erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1291 || erpnext/accounts/report/accounts_receivable/accounts_receivable.py:1292,report,,[],,,,,,,igual al inglés válida,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Operador/símbolo; no se traduce.,,,
erpnext:c32f34210cf2b787,erpnext,erpnext,assets,assets,,Activos,"<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.","<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.",,,"<b>No se puede crear el activo.</b><br><br>Está intentando crear <b>{0} activo(s)</b> de {2} {3}.<br>Sin embargo, sólo se han comprado <b>{1} artículo(s)</b> y <b>{4} activo(s)</b> ya existe(n) contra {5}.",,"<b>No se puede crear el activo.</b><br><br>Está intentando crear <b>{0} activo(s)</b> de {2} {3}.<br>Sin embargo, sólo se han comprado <b>{1} artículo(s)</b> y <b>{4} activo(s)</b> ya existe(n) contra {5}.",,,,,erpnext/assets/doctype/asset/asset.py:545,erpnext/assets/doctype/asset/asset.py:545,erpnext/assets/doctype/asset/asset.py:545,doctype-controller,Asset,[],{0};{1};{2};{3};{4};{5},{0};{1};{2};{3};{4};{5},{0};{1};{2};{3};{4};{5},ok,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Todos los placeholders {0}-{5} y HTML preservados.,,,
erpnext:bfa074ce9a4d8a11,erpnext,erpnext,accounts,accounts,,Contabilidad,<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,,,,,<b>Fila n.º {0}:</b> El paquete {1} en el almacén {2} tiene artículos empacados insuficientes:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,,,,,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:433,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:433,erpnext/accounts/doctype/pos_invoice/pos_invoice.py:433,doctype-controller,Pos Invoice,[],{0};{1};{2};{3},,{0};{1};{2};{3},ok,,,traducción propuesta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,HTML y placeholders {0}-{3} preservados.,,,
erpnext:eefbd56ba87f0ed2,erpnext,erpnext,accounts,accounts,,Contabilidad,"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",,,"<br>
<h4>Nota</h4>
<ul>
<li>
Puede usar las etiquetas Jinja <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank""></a> en los campos <b>Asunto</b> y <b>Cuerpo</b> para valores dinámicos.
</li><li>
    Todos los campos de este doctype están disponibles en el objeto <b>doc</b> y todos los campos del cliente al que se enviará el correo están disponibles en el objeto  <b>customer</b> .
</li></ul>
<h4> Ejemplos</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Asunto</b>:<br><br><pre><code>Estado de Cuentas para {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Cuerpo</b>: <br><br>
<pre><code>Hola {{ customer.customer_name }},<br>PFA tu Estado de Cuenta del {{ doc.from_date }} al {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",,"<br>
<h4>Nota</h4>
<ul>
<li>
Puede usar las etiquetas Jinja <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank""></a> en los campos <b>Asunto</b> y <b>Cuerpo</b> para valores dinámicos.
</li><li>
    Todos los campos de este doctype están disponibles en el objeto <b>doc</b> y todos los campos del cliente al que se enviará el correo están disponibles en el objeto  <b>customer</b> .
</li></ul>
<h4> Ejemplos</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Asunto</b>:<br><br><pre><code>Estado de Cuentas para {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Cuerpo</b>: <br><br>
<pre><code>Hola {{ customer.customer_name }},<br>PFA tu Estado de Cuenta del {{ doc.from_date }} al {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",,Content of the 'Help Text' (HTML) field in DocType 'Process Statement Of Accounts',contenido de campo,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json,doctype-json,Process Statement Of Accounts,"[""Content of the 'Help Text' (HTML) field in DocType 'Process Statement Of Accounts'""]",{% endraw %};{% raw %};{{ customer.customer_name }};{{ customer.customer_name }};{{ doc.from_date }};{{ doc.to_date }},{% endraw %};{% raw %};{{ customer.customer_name }};{{ customer.customer_name }};{{ doc.from_date }};{{ doc.to_date }},{% endraw %};{% raw %};{{ customer.customer_name }};{{ customer.customer_name }};{{ doc.from_date }};{{ doc.to_date }},ok,python-format,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,HTML/Jinja/raw preservado; traducción natural.,,,
erpnext:cb37db2aaf727722,erpnext,erpnext,accounts,accounts,,Contabilidad,"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>",,,"<div class=""text-muted text-center"">No se han encontrado transacciones bancarias coincidentes</div>",,"<div class=""text-muted text-center"">No se han encontrado transacciones bancarias coincidentes</div>",,Content of the 'no_bank_transactions' (HTML) field in DocType 'Bank Reconciliation Tool',contenido de campo,,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json,doctype-json,Bank Reconciliation Tool,"[""Content of the 'no_bank_transactions' (HTML) field in DocType 'Bank Reconciliation Tool'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,HTML preservado; correcto.,,,
erpnext:220f152f81aacd0a,erpnext,erpnext,accounts,accounts,,Contabilidad,"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3> All dimensions in centimeter only </h3>
</div>",,,"<div>
<h3> Todas las dimensiones solo en centímetros </h3>
</div>",,"<div>
<h3> Todas las dimensiones solo en centímetros </h3>
</div>",,Content of the 'settings' (HTML) field in DocType 'Cheque Print Template',contenido de campo,,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json,erpnext/accounts/doctype/cheque_print_template/cheque_print_template.json,doctype-json,Cheque Print Template,"[""Content of the 'settings' (HTML) field in DocType 'Cheque Print Template'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,,,,
erpnext:80ab1cd985eecf3d,erpnext,erpnext,accounts,accounts,,Contabilidad,"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>",,,"<h3>Ayuda para la configuración del cambio de divisas</h3>
<p>Hay 3 variables que se pueden utilizar dentro del endpoint, clave de resultado y en valores del parámetro.</p>
<p>El tipo de cambio entre {from_currency} y {to_currency} en {transaction_date} es obtenido por la API.</p>
<p>Ejemplo: Si su endpoint es exchange.com/2021-08-01, entonces, tendrá que introducir exchange.com/{transaction_date}</p>",,"<h3>Ayuda para la configuración del cambio de divisas</h3>
<p>Hay 3 variables que se pueden utilizar dentro del endpoint, clave de resultado y en valores del parámetro.</p>
<p>El tipo de cambio entre {from_currency} y {to_currency} en {transaction_date} es obtenido por la API.</p>
<p>Ejemplo: Si su endpoint es exchange.com/2021-08-01, entonces, tendrá que introducir exchange.com/{transaction_date}</p>",,Content of the 'Help' (HTML) field in DocType 'Currency Exchange Settings',contenido de campo,,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json,doctype-json,Currency Exchange Settings,"[""Content of the 'Help' (HTML) field in DocType 'Currency Exchange Settings'""]",{from_currency};{to_currency};{transaction_date};{transaction_date},{from_currency};{to_currency};{transaction_date};{transaction_date},{from_currency};{to_currency};{transaction_date};{transaction_date},ok,,,existente correcta,revisado segunda revisión ERPNext contabilidad finanzas,sí,sí,,,Placeholders y HTML preservados; correcta.,,,
