entry_key,app,origin_app,module,all_modules,cross_module,functional_domain,source_text,msgid,msgid_plural,msgctxt,current_translation,current_plural_translations,proposed_translation,proposed_plural_translations,context,field_or_action,user_role,source_reference,all_source_references,po_reference,source_kind,doctype_or_view,extracted_comments,placeholders_source,placeholders_current,placeholders_proposed,placeholder_status,flags,pluralization,status,review_status,human_authored,core_candidate,mexico_specific,client_specific,human_notes,historical_reference,historical_translation,notes
erpnext:452c29a2baacf6a5,erpnext,erpnext,manufacturing,manufacturing,,Manufactura, Skip Material Transfer, Skip Material Transfer,,, Omitir transferencia de material,, Omitir transferencia de material,,Label of the skip_material_transfer (Check) field in DocType 'BOM Operation',etiqueta de campo/elemento,,erpnext/manufacturing/doctype/bom_operation/bom_operation.json,erpnext/manufacturing/doctype/bom_operation/bom_operation.json,erpnext/manufacturing/doctype/bom_operation/bom_operation.json,doctype-json,Bom Operation,"[""Label of the skip_material_transfer (Check) field in DocType 'BOM Operation'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:663432bbc1ed2f54,erpnext,erpnext,public,public,,Public, Sub Assembly, Sub Assembly,,, Sub Ensamblado,, Subensamblaje,,,,,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:133,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:133 || erpnext/public/js/bom_configurator/bom_configurator.bundle.js:174,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:133 || erpnext/public/js/bom_configurator/bom_configurator.bundle.js:174,client-js,,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,'Sub Ensamblado',,,
erpnext:7759eba6ab89574e,erpnext,erpnext,projects,projects,,Proyectos, Summary, Summary,,, Resumen,, Resumen,,,,,erpnext/projects/doctype/project_update/project_update.py:104,erpnext/projects/doctype/project_update/project_update.py:104,erpnext/projects/doctype/project_update/project_update.py:104,doctype-controller,Project Update,[],,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:0518d55dbf6553f8,erpnext,erpnext,stock,stock,,Inventarios,"""Customer Provided Item"" cannot be Purchase Item also","""Customer Provided Item"" cannot be Purchase Item also",,,"El ""artículo proporcionado por el cliente"" no puede ser un artículo de compra también",,"El ""artículo proporcionado por el cliente"" tampoco puede ser un artículo de compra",,,,,erpnext/stock/doctype/item/item.py:266,erpnext/stock/doctype/item/item.py:266,erpnext/stock/doctype/item/item.py:266,doctype-controller,Item,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:5efc7f8c44aedc23,erpnext,erpnext,stock,stock,,Inventarios,"""Customer Provided Item"" cannot have Valuation Rate","""Customer Provided Item"" cannot have Valuation Rate",,,"El ""artículo proporcionado por el cliente"" no puede tener una tasa de valoración",,"El ""artículo proporcionado por el cliente"" no puede tener una tasa de valoración",,,,,erpnext/stock/doctype/item/item.py:268,erpnext/stock/doctype/item/item.py:268,erpnext/stock/doctype/item/item.py:268,doctype-controller,Item,[],,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:ad42f0ac245def27,erpnext,erpnext,stock,stock,,Inventarios,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",,,"""Es activo fijo"" no puede estar sin marcar, ya que existe registro de activos contra el elemento",,"""Es activo fijo"" no puede estar sin marcar, ya que existe registro de activos contra el artículo",,,,,erpnext/stock/doctype/item/item.py:367,erpnext/stock/doctype/item/item.py:367,erpnext/stock/doctype/item/item.py:367,doctype-controller,Item,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:4235bcc735f7d9c0,erpnext,erpnext,public,public,,Public,"""SN-01::10"" for ""SN-01"" to ""SN-10""","""SN-01::10"" for ""SN-01"" to ""SN-10""",,,"""SN-01::10"" para ""SN-01"" a ""SN-10""",,"""SN-01::10"" para ""SN-01"" a ""SN-10""",,,,,erpnext/public/js/utils/serial_no_batch_selector.js:273,erpnext/public/js/utils/serial_no_batch_selector.js:273,erpnext/public/js/utils/serial_no_batch_selector.js:273,client-js,,[],,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:c85f9d6481b10cd0,erpnext,erpnext,manufacturing,manufacturing,,Manufactura,# In Stock,# In Stock,,,# En stock,,# En existencias,,,,,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:148,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:148,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:148,report,,[],,,,,,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:262bb18c7fb1f5ec,erpnext,erpnext,manufacturing,manufacturing,,Manufactura,# Req'd Items,# Req'd Items,,,# Artículos Requeridos,,# Artículos Requeridos,,,,,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:141,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:141,erpnext/manufacturing/report/work_order_stock_report/work_order_stock_report.py:141,report,,[],,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:3dcb1d0a72d03d99,erpnext,erpnext,selling,selling,,Ventas,%  Delivered,%  Delivered,,,%  Entregado,,%  Entregado,,Label of the per_delivered (Percent) field in DocType 'Sales Order',etiqueta de campo/elemento,,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,doctype-json,Sales Order,"[""Label of the per_delivered (Percent) field in DocType 'Sales Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:149244c075c18be5,erpnext,erpnext,stock,projects;selling;stock,sí,Inventarios,% Amount Billed,% Amount Billed,,,% Importe Facturado,,% Importe Facturado,,Label of the per_billed (Percent) field in DocType 'Delivery Note',etiqueta de campo/elemento,,erpnext/projects/doctype/timesheet/timesheet.json,erpnext/projects/doctype/timesheet/timesheet.json || erpnext/selling/doctype/sales_order/sales_order.json || erpnext/stock/doctype/delivery_note/delivery_note.json || erpnext/stock/doctype/purchase_receipt/purchase_receipt.json,erpnext/projects/doctype/timesheet/timesheet.json || erpnext/selling/doctype/sales_order/sales_order.json || erpnext/stock/doctype/delivery_note/delivery_note.json || erpnext/stock/doctype/purchase_receipt/purchase_receipt.json,doctype-json,Timesheet,"[""Label of the per_billed (Percent) field in DocType 'Delivery Note'"", ""Label of the per_billed (Percent) field in DocType 'Purchase Receipt'"", ""Label of the per_billed (Percent) field in DocType 'Sales Order'"", ""Label of the per_billed (Percent) field in DocType 'Timesheet'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:e18646808df4b6ba,erpnext,erpnext,buying,buying,,Compras,% Billed,% Billed,,,% Facturado,,% Facturado,,Label of the per_billed (Percent) field in DocType 'Purchase Order',etiqueta de campo/elemento,,erpnext/buying/doctype/purchase_order/purchase_order.json,erpnext/buying/doctype/purchase_order/purchase_order.json,erpnext/buying/doctype/purchase_order/purchase_order.json,doctype-json,Purchase Order,"[""Label of the per_billed (Percent) field in DocType 'Purchase Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:a420aa4dfc1be5f3,erpnext,erpnext,projects,projects,,Proyectos,% Complete Method,% Complete Method,,,% Método completo,,% Método completo,,Label of the percent_complete_method (Select) field in DocType 'Project',etiqueta de campo/elemento,,erpnext/projects/doctype/project/project.json,erpnext/projects/doctype/project/project.json,erpnext/projects/doctype/project/project.json,doctype-json,Project,"[""Label of the percent_complete_method (Select) field in DocType 'Project'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:8dc03d5cd6b08eba,erpnext,erpnext,projects,projects,,Proyectos,% Completed,% Completed,,,% Completado,,% Completado,,Label of the percent_complete (Percent) field in DocType 'Project',etiqueta de campo/elemento,,erpnext/projects/doctype/project/project.json,erpnext/projects/doctype/project/project.json,erpnext/projects/doctype/project/project.json,doctype-json,Project,"[""Label of the percent_complete (Percent) field in DocType 'Project'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:321c01cd7720caa8,erpnext,erpnext,manufacturing,manufacturing,,Manufactura,% Cost Allocation,% Cost Allocation,,,,,% de asignación de costos,,Label of the cost_allocation_per (Percent) field in DocType 'BOM',etiqueta de campo/elemento,,erpnext/manufacturing/doctype/bom/bom.json,erpnext/manufacturing/doctype/bom/bom.json,erpnext/manufacturing/doctype/bom/bom.json,doctype-json,Bom,"[""Label of the cost_allocation_per (Percent) field in DocType 'BOM'""]",,,,,,,traducción propuesta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:bb8ade7bef77d133,erpnext,erpnext,stock,stock;subcontracting,sí,Inventarios,% Delivered,% Delivered,,,% Entregado,,% Entregado,,Label of the per_delivered (Percent) field in DocType 'Pick List',etiqueta de campo/elemento,,erpnext/stock/doctype/pick_list/pick_list.json,erpnext/stock/doctype/pick_list/pick_list.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/stock/doctype/pick_list/pick_list.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,doctype-json,Pick List,"[""Label of the per_delivered (Percent) field in DocType 'Pick List'"", ""Label of the per_delivered (Percent) field in DocType 'Subcontracting Inward Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:b9247ae8999c6cbf,erpnext,erpnext,manufacturing,manufacturing,,Manufactura,% Finished Item Quantity,% Finished Item Quantity,,,% Cantidad de Artículos Terminados,,% Cantidad de Artículos Terminados,,,,,erpnext/manufacturing/doctype/bom/bom.js:1026,erpnext/manufacturing/doctype/bom/bom.js:1026,erpnext/manufacturing/doctype/bom/bom.js:1022,doctype-controller,Bom,[],,,,,python-format,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:fdc1bd408ec3a7c6,erpnext,erpnext,stock,stock,,Inventarios,% Installed,% Installed,,,% Instalado,,% Instalado,,Label of the per_installed (Percent) field in DocType 'Delivery Note',etiqueta de campo/elemento,,erpnext/stock/doctype/delivery_note/delivery_note.json,erpnext/stock/doctype/delivery_note/delivery_note.json,erpnext/stock/doctype/delivery_note/delivery_note.json,doctype-json,Delivery Note,"[""Label of the per_installed (Percent) field in DocType 'Delivery Note'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:dbaa536fc2074a28,erpnext,erpnext,stock,stock,,Inventarios,% Occupied,% Occupied,,,% Ocupado,,% Ocupado,,,,,erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary.js:70,erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary.js:70 || erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary_header.html:16,erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary.js:70 || erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary_header.html:16,page,,[],,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:fa87230ade8f5828,erpnext,erpnext,stock,stock,,Inventarios,% Ordered,% Ordered,,,% Ordenado,,% Ordenado,,Label of the per_ordered (Percent) field in DocType 'Material Request',etiqueta de campo/elemento,,erpnext/stock/doctype/material_request/material_request.json,erpnext/stock/doctype/material_request/material_request.json,erpnext/stock/doctype/material_request/material_request.json,doctype-json,Material Request,"[""Label of the per_ordered (Percent) field in DocType 'Material Request'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:0811b623cfd2d81a,erpnext,erpnext,selling,selling,,Ventas,% Picked,% Picked,,,% Seleccionado,,% Surtido,,Label of the per_picked (Percent) field in DocType 'Sales Order',etiqueta de campo/elemento,,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,doctype-json,Sales Order,"[""Label of the per_picked (Percent) field in DocType 'Sales Order'""]",,,,,,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,Picked (Pick List) = Surtido,,,
erpnext:a7ba62a80fc638b3,erpnext,erpnext,manufacturing,manufacturing;stock;subcontracting,sí,Manufactura,% Process Loss,% Process Loss,,,% Pérdida por Proceso,,% Pérdida por Proceso,,Label of the per_process_loss (Percent) field in DocType 'Subcontracting Inward Order',etiqueta de campo/elemento,,erpnext/manufacturing/doctype/bom/bom.json,erpnext/manufacturing/doctype/bom/bom.json || erpnext/stock/doctype/stock_entry/stock_entry.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/manufacturing/doctype/bom/bom.json || erpnext/stock/doctype/stock_entry/stock_entry.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,doctype-json,Bom,"[""Label of the per_process_loss (Percent) field in DocType 'Subcontracting Inward Order'"", ""Label of the process_loss_percentage (Percent) field in DocType 'BOM'"", ""Label of the process_loss_percentage (Percent) field in DocType 'Stock Entry'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:ead04f6612bb26d7,erpnext,erpnext,subcontracting,subcontracting,,Subcontracting,% Produced,% Produced,,,% Producido,,% Producido,,Label of the per_produced (Percent) field in DocType 'Subcontracting Inward Order',etiqueta de campo/elemento,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,doctype-json,Subcontracting Inward Order,"[""Label of the per_produced (Percent) field in DocType 'Subcontracting Inward Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:f5753dfbca257e71,erpnext,erpnext,projects,projects,,Proyectos,% Progress,% Progress,,,% Progreso,,% Progreso,,Label of the progress (Percent) field in DocType 'Task',etiqueta de campo/elemento,,erpnext/projects/doctype/task/task.json,erpnext/projects/doctype/task/task.json,erpnext/projects/doctype/task/task.json,doctype-json,Task,"[""Label of the progress (Percent) field in DocType 'Task'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:77dca6fd72083fc7,erpnext,erpnext,subcontracting,subcontracting,,Subcontracting,% Raw Material Received,% Raw Material Received,,,% Materia Prima Recibida,,% Materia Prima Recibida,,Label of the per_raw_material_received (Percent) field in DocType 'Subcontracting Inward Order',etiqueta de campo/elemento,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,doctype-json,Subcontracting Inward Order,"[""Label of the per_raw_material_received (Percent) field in DocType 'Subcontracting Inward Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:416f9a0b6c3b8b84,erpnext,erpnext,subcontracting,subcontracting,,Subcontracting,% Raw Material Returned,% Raw Material Returned,,,% Materia Prima Devuelta,,% Materia Prima Devuelta,,Label of the per_raw_material_returned (Percent) field in DocType 'Subcontracting Inward Order',etiqueta de campo/elemento,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json,doctype-json,Subcontracting Inward Order,"[""Label of the per_raw_material_returned (Percent) field in DocType 'Subcontracting Inward Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
erpnext:d7763b052dec7d45,erpnext,erpnext,buying,buying;stock;subcontracting,sí,Compras,% Received,% Received,,,% Recibido,,% Recibido,,Label of the per_received (Percent) field in DocType 'Material Request',etiqueta de campo/elemento,,erpnext/buying/doctype/purchase_order/purchase_order.json,erpnext/buying/doctype/purchase_order/purchase_order.json || erpnext/stock/doctype/material_request/material_request.json || erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json,erpnext/buying/doctype/purchase_order/purchase_order.json || erpnext/stock/doctype/material_request/material_request.json || erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json,doctype-json,Purchase Order,"[""Label of the per_received (Percent) field in DocType 'Material Request'"", ""Label of the per_received (Percent) field in DocType 'Purchase Order'"", ""Label of the per_received (Percent) field in DocType 'Subcontracting Order'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:1548e3778911ed58,erpnext,erpnext,stock,stock;subcontracting,sí,Inventarios,% Returned,% Returned,,,% Devuelto,,% Devuelto,,Label of the per_returned (Percent) field in DocType 'Delivery Note',etiqueta de campo/elemento,,erpnext/stock/doctype/delivery_note/delivery_note.json,erpnext/stock/doctype/delivery_note/delivery_note.json || erpnext/stock/doctype/purchase_receipt/purchase_receipt.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json || erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json,erpnext/stock/doctype/delivery_note/delivery_note.json || erpnext/stock/doctype/purchase_receipt/purchase_receipt.json || erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json || erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json,doctype-json,Delivery Note,"[""Label of the per_returned (Percent) field in DocType 'Delivery Note'"", ""Label of the per_returned (Percent) field in DocType 'Purchase Receipt'"", ""Label of the per_returned (Percent) field in DocType 'Subcontracting Inward Order'"", ""Label of the per_returned (Percent) field in DocType 'Subcontracting Receipt'""]",,,,,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:ef85433a472dc359,erpnext,erpnext,selling,selling,,Ventas,% of materials billed against this Sales Order,% of materials billed against this Sales Order,,,% de materiales facturados contra esta Orden de Venta,,% de materiales facturados contra esta Orden de Venta,,Description of the '% Amount Billed' (Percent) field in DocType 'Sales Order',descripción,,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,doctype-json,Sales Order,"[""Description of the '% Amount Billed' (Percent) field in DocType 'Sales Order'""]",,,,,python-format,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:423e47b78143de75,erpnext,erpnext,stock,stock,,Inventarios,% of materials delivered against this Pick List,% of materials delivered against this Pick List,,,% de materiales entregados contra esta Lista de Selección,,% de materiales entregados contra esta Lista de surtido,,Description of the '% Delivered' (Percent) field in DocType 'Pick List',descripción,,erpnext/stock/doctype/pick_list/pick_list.json,erpnext/stock/doctype/pick_list/pick_list.json,erpnext/stock/doctype/pick_list/pick_list.json,doctype-json,Pick List,"[""Description of the '% Delivered' (Percent) field in DocType 'Pick List'""]",,,,,python-format,,existente mejorable,revisado segunda revisión ERPNext operaciones,sí,sí,,,,,,
erpnext:b0cbebbeacd05daf,erpnext,erpnext,selling,selling,,Ventas,% of materials delivered against this Sales Order,% of materials delivered against this Sales Order,,,% de materiales entregados contra esta Orden de Venta,,% de materiales entregados contra esta Orden de Venta,,Description of the '%  Delivered' (Percent) field in DocType 'Sales Order',descripción,,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,erpnext/selling/doctype/sales_order/sales_order.json,doctype-json,Sales Order,"[""Description of the '%  Delivered' (Percent) field in DocType 'Sales Order'""]",,,,,python-format,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,,,,,,,
erpnext:a5bfdbc13b913b99,erpnext,erpnext,controllers,controllers,,Controllers,'Account' in the Accounting section of Customer {0},'Account' in the Accounting section of Customer {0},,,'Cuenta' en la sección Contabilidad de Cliente {0},,'Cuenta' en la sección Contabilidad de Cliente {0},,,,,erpnext/controllers/accounts_controller.py:2414,erpnext/controllers/accounts_controller.py:2414,erpnext/controllers/accounts_controller.py:2414,python,,[],{0},{0},{0},ok,,,existente correcta,revisado segunda revisión ERPNext operaciones,sí,sí,,,Traducción existente correcta y consistente.,,,
